시도명,사고위험지역명,반경내카메라수,총사고건수,총사망자수,총중상자수,위험점수,카메라효율,카메라효과비율,과잉세분화,위도,경도
부산,부산광역시 사하구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,2,20,20.0,50.0,재배치가능(재배치2순위),35.10139408933093,128.9585501627744
경기,경기도 부천시내에서 2021년도에 반경50m 이내 다른사고14건 이상 지역,2,20,0,4,40,20.0,33.33333333333333,재배치가능(재배치2순위),37.49863624263851,126.76535211128554
부산,부산광역시 서구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,1,10,0,2,20,20.0,50.0,재배치가능(재배치2순위),35.11288213490838,129.01570222330656
인천,인천광역시 미추홀구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,1,20,20.0,33.33333333333333,재배치가능(재배치2순위),37.45065536861039,126.67728589022391
세종,세종특별자치시 세종특별자치시내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,2,20,20.0,33.33333333333333,재배치가능(재배치2순위),36.49177386531326,127.24139164237124
경기,경기도 성남시 수정구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,15,0,1,20,20.0,33.33333333333333,재배치가능(재배치2순위),37.450637073055645,127.12462223588682
서울,서울특별시 노원구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,1,20,20.0,50.0,재배치가능(재배치2순위),37.64127745890651,127.07302512835695
부산,부산광역시 서구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,1,15,0,1,20,20.0,50.0,재배치가능(재배치2순위),35.11277520200131,129.01560148924884
대전,대전광역시 서구내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,2,15,0,5,40,20.0,50.0,재배치가능(재배치2순위),36.36052665701348,127.3663052999565
경기,경기도 부천시내에서 2024년도에 반경50m 이내 다른사고10건 이상 지역,1,10,0,2,20,20.0,50.0,재배치가능(재배치2순위),37.49670249204167,126.7530515411927
경기,경기도 부천시내에서 2024년도에 반경50m 이내 다른사고10건 이상 지역,1,10,0,2,20,20.0,50.0,재배치가능(재배치2순위),37.48909510797472,126.77772968719134
경기,경기도 하남시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,1,10,0,2,20,20.0,33.33333333333333,재배치가능(재배치2순위),37.56942640380152,127.18329805535251
충북,충청북도 충주시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,2,16,0,5,41,20.5,50.0,재배치가능(재배치2순위),36.98732202709096,127.93749486337798
전북,전라북도 군산시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,2,16,0,5,41,20.5,33.33333333333333,재배치가능(재배치2순위),35.96572912525731,126.69093113350826
경기,경기도 수원시 영통구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,2,11,0,6,41,20.5,50.0,재배치가능(재배치2순위),37.27291309900828,127.05910216940963
경기,경기도 고양시일산동구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,2,21,0,4,41,20.5,33.33333333333333,재배치가능(재배치2순위),37.65777259933157,126.77375514902896
부산,부산광역시 해운대구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,2,21,21.0,50.0,재배치가능(재배치2순위),35.17184129954669,129.13661320941947
부산,부산광역시 수영구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,1,6,0,3,21,21.0,50.0,재배치가능(재배치2순위),35.14221133105098,129.10660310326082
울산,울산광역시 중구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,2,21,21.0,50.0,재배치가능(재배치2순위),35.561418618024256,129.3257853225236
경기,경기도 수원시장안구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,2,21,21.0,33.33333333333333,재배치가능(재배치2순위),37.29741418113983,126.99181522044985
서울,서울특별시 서초구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,1,21,21.0,33.33333333333333,재배치가능(재배치2순위),37.48683761018715,127.00921336230704
부산,부산광역시 동구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,1,6,0,3,21,21.0,50.0,재배치가능(재배치2순위),35.143290830898934,129.05851481233088
경기,경기도 광주시내에서 2019년도에 반경80m 이내 다른사고10건 이상 지역,1,16,0,1,21,21.0,50.0,재배치가능(재배치2순위),37.392915327880516,127.22774793813215
경기,경기도 부천시내에서 2020년도에 반경50m 이내 다른사고10건 이상 지역,1,11,0,2,21,21.0,33.33333333333333,재배치가능(재배치2순위),37.49676429666331,126.75284729893175
경기,경기도 시흥시내에서 2020년도에 반경50m 이내 다른사고10건 이상 지역,1,11,0,2,21,21.0,33.33333333333333,재배치가능(재배치2순위),37.44263676939366,126.78466442410249
경기,경기도 의왕시내에서 2021년도에 반경100m 이내 다른사고6건 이상 지역,2,12,0,6,42,21.0,50.0,재배치가능(재배치2순위),37.3958590794218,126.98482648895386
부산,부산광역시 금정구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,2,21,21.0,50.0,재배치가능(재배치2순위),35.242593678285296,129.08617454243972
경기,경기도 군포시내에서 2022년도에 반경100m 이내 다른사고6건 이상 지역,1,11,0,2,21,21.0,66.66666666666666,재배치가능(재배치2순위),37.34975829013324,126.94002323530395
충남,충청남도 천안시서북구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,1,21,21.0,50.0,재배치가능(재배치2순위),36.80265631606643,127.12425450868551
서울,서울특별시 서대문구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,2,21,21.0,50.0,재배치가능(재배치2순위),37.588954814633325,126.94481004649114
경기,경기도 군포시내에서 2023년도에 반경100m 이내 다른사고6건 이상 지역,1,11,0,2,21,21.0,50.0,재배치가능(재배치2순위),37.33866171038677,126.93229342934835
경기,경기도 화성시내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,3,18,0,9,63,21.0,33.33333333333333,재배치가능(재배치2순위),37.17513637836012,127.10453645560841
충북,충청북도 청주시 흥덕구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,1,21,21.0,33.33333333333333,재배치가능(재배치2순위),36.62816648802483,127.42853942160737
인천,인천광역시 미추홀구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,2,22,0,4,42,21.0,66.66666666666666,재배치가능(재배치2순위),37.46322409317034,126.6361020859852
경기,경기도 용인시기흥구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,1,21,21.0,33.33333333333333,재배치가능(재배치2순위),37.270907969747235,127.06780988966692
전남,전라남도 여수시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,1,16,0,1,21,21.0,50.0,재배치가능(재배치2순위),34.74880225213171,127.67257476507037
경북,경상북도 안동시내에서 2018년도에 반경100m 이내 다른사고6건 이상 지역,3,29,1,5,64,21.333333333333332,33.33333333333333,재배치가능(재배치2순위),36.56761940043742,128.71958904395277
서울,서울특별시 종로구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,2,13,0,6,43,21.5,50.0,재배치가능(재배치2순위),37.57301298583395,126.9873942587717
서울,서울특별시 강북구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,2,18,0,5,43,21.5,66.66666666666666,재배치가능(재배치2순위),37.62772816406785,127.0162125652379
경기,경기도 수원시 권선구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,2,18,0,5,43,21.5,50.0,재배치가능(재배치2순위),37.24946570980466,127.03029356772365
부산,부산광역시 동구내에서 2024년도에 반경50m 이내 다른사고6건 이상 지역,2,18,0,5,43,21.5,66.66666666666666,재배치가능(재배치2순위),35.122385461798245,129.0406789575463
경기,경기도 군포시내에서 2018년도에 반경100m 이내 다른사고6건 이상 지역,3,25,0,8,65,21.666666666666668,33.33333333333333,재배치가능(재배치2순위),37.366290432619266,126.94023949913648
부산,부산광역시 동구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,1,7,0,3,22,22.0,33.33333333333333,재배치가능(재배치2순위),35.122506544382,129.04462078809993
부산,부산광역시 동래구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,2,9,0,7,44,22.0,66.66666666666666,재배치가능(재배치2순위),35.20949436667459,129.07043603020082
경기,경기도 평택시내에서 2018년도에 반경50m 이내 다른사고10건 이상 지역,1,12,0,2,22,22.0,50.0,재배치가능(재배치2순위),37.001027979332015,127.0783284064733
충북,충청북도 청주시 흥덕구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,17,0,1,22,22.0,33.33333333333333,재배치가능(재배치2순위),36.62810339671206,127.4285618480257
서울,서울특별시 금천구내에서 2019년도에 반경50m 이내 다른사고4건 이상 지역,1,7,0,3,22,22.0,66.66666666666666,재배치가능(재배치2순위),37.46761868190091,126.88168972441599
부산,부산광역시 북구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,1,7,0,3,22,22.0,50.0,재배치가능(재배치2순위),35.205064619308835,129.00253057422591
인천,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,1,7,0,3,22,22.0,66.66666666666666,재배치가능(재배치2순위),37.396169101860984,126.64547972879502
경기,경기도 성남시 분당구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,2,14,1,4,44,22.0,33.33333333333333,재배치가능(재배치2순위),37.416499695424946,127.12662276699089
서울,서울특별시 성북구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,1,12,0,2,22,22.0,33.33333333333333,재배치가능(재배치2순위),37.6107565535092,126.99899856896464
경기,경기도 성남시 수정구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,2,14,0,6,44,22.0,33.33333333333333,재배치가능(재배치2순위),37.4491798185505,127.14310297066395
경기,경기도 남양주시내에서 2020년도에 반경50m 이내 다른사고10건 이상 지역,1,17,0,1,22,22.0,50.0,재배치가능(재배치2순위),37.71729179431605,127.18052797000406
서울,서울특별시 도봉구내에서 2021년도에 반경50m 이내 다른사고6건 이상 지역,1,7,0,3,22,22.0,50.0,재배치가능(재배치2순위),37.67215641210715,127.04388802565337
경기,경기도 용인시기흥구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,1,17,0,1,22,22.0,50.0,재배치가능(재배치2순위),37.32317676744947,127.10057062388957
충남,충청남도 천안시서북구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,1,17,0,1,22,22.0,50.0,재배치가능(재배치2순위),36.80264701931472,127.12416487456449
서울,서울특별시 영등포구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,2,29,0,3,44,22.0,50.0,재배치가능(재배치2순위),37.5387353894779,126.89576249888837
울산,울산광역시 동구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,1,7,0,3,22,22.0,33.33333333333333,재배치가능(재배치2순위),35.487971274702474,129.4204358708429
충북,충청북도 청주시 청원구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,12,0,2,22,22.0,50.0,재배치가능(재배치2순위),36.74039616037635,127.45576783439671
부산,부산광역시 수영구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,2,14,0,6,44,22.0,33.33333333333333,재배치가능(재배치2순위),35.18445597449526,129.11368365385343
경북,경상북도 구미시내에서 2023년도에 반경80m 이내 다른사고10건 이상 지역,1,12,0,2,22,22.0,33.33333333333333,재배치가능(재배치2순위),36.139909740197844,128.4151064186472
서울,서울특별시 강남구내에서 2024년도에 반경50m 이내 다른사고14건 이상 지역,2,24,0,4,44,22.0,50.0,재배치가능(재배치2순위),37.478578570079975,127.0565659346198
경기,경기도 부천시내에서 2024년도에 반경50m 이내 다른사고10건 이상 지역,1,17,0,1,22,22.0,50.0,재배치가능(재배치2순위),37.494092997589604,126.75231956098834
울산,울산광역시 남구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,2,15,0,6,45,22.5,33.33333333333333,재배치가능(재배치2순위),35.55248249230878,129.26114720609849
광주,광주광역시 동구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,2,15,0,6,45,22.5,33.33333333333333,재배치가능(재배치2순위),35.157587887790086,126.92964402074348
경기,경기도 수원시 권선구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,2,20,0,5,45,22.5,33.33333333333333,재배치가능(재배치2순위),37.24950127392053,127.03016931451522
경기,경기도 수원시 권선구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,2,25,0,4,45,22.5,33.33333333333333,재배치가능(재배치2순위),37.264576462526826,126.99385109827618
전북,전라북도 군산시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,2,25,0,4,45,22.5,33.33333333333333,재배치가능(재배치2순위),35.96581800673311,126.69074169543313
부산,부산광역시 서구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,1,8,0,3,23,23.0,33.33333333333333,재배치가능(재배치2순위),35.118552158483354,129.01507214672458
대구,대구광역시 달성군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),35.81210888698264,128.51004550632175
대전,대전광역시 동구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),36.34703107975589,127.4316784601305
경북,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,1,13,0,2,23,23.0,33.33333333333333,재배치가능(재배치2순위),35.934424037806096,128.87134410901044
대전,대전광역시 유성구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,2,16,0,6,46,23.0,50.0,재배치가능(재배치2순위),36.36964585103725,127.32123149421479
강원,강원도 춘천시내에서 2018년도에 반경100m 이내 다른사고6건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),37.8559956340389,127.74915257319465
대구,대구광역시 달서구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,2,21,0,5,46,23.0,33.33333333333333,재배치가능(재배치2순위),35.81631174420329,128.51840066998892
대전,대전광역시 중구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,1,13,0,2,23,23.0,33.33333333333333,재배치가능(재배치2순위),36.327058889005414,127.42628077612397
울산,울산광역시 중구내에서 2020년도에 반경50m 이내 다른사고6건 이상 지역,1,8,0,3,23,23.0,33.33333333333333,재배치가능(재배치2순위),35.56434235438473,129.3291616405482
경기,경기도 화성시내에서 2020년도에 반경50m 이내 다른사고10건 이상 지역,1,13,0,2,23,23.0,50.0,재배치가능(재배치2순위),37.221587644440824,127.05420393748477
경기,경기도 성남시 중원구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),37.44446112113281,127.15065441032912
서울,서울특별시 강북구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),37.63784622798131,127.02639323868674
서울,서울특별시 금천구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),37.45381016132701,126.90639429432457
부산,부산광역시 연제구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,1,8,0,3,23,23.0,33.33333333333333,재배치가능(재배치2순위),35.19190372938392,129.0836170948251
전북,전라북도 전주시덕진구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),35.840312830677476,127.12966976353238
부산,부산광역시 중구내에서 2023년도에 반경50m 이내 다른사고4건 이상 지역,1,8,0,3,23,23.0,33.33333333333333,재배치가능(재배치2순위),35.10619981583525,129.0194074283414
울산,울산광역시 동구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),35.53022148557969,129.43077304166488
경기,경기도 이천시내에서 2023년도에 반경100m 이내 다른사고6건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),37.27958846518003,127.43414433572336
서울,서울특별시 도봉구내에서 2024년도에 반경50m 이내 다른사고6건 이상 지역,1,8,0,3,23,23.0,50.0,재배치가능(재배치2순위),37.651553035433956,127.03258674153585
경기,경기도 수원시 장안구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,1,13,0,2,23,23.0,33.33333333333333,재배치가능(재배치2순위),37.30013884359692,127.01173449534379
전남,전라남도 목포시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,1,18,0,1,23,23.0,50.0,재배치가능(재배치2순위),34.82863382465089,126.42011294476364
경기,경기도 수원시권선구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,2,22,0,5,47,23.5,33.33333333333333,재배치가능(재배치2순위),37.24943875795881,127.03031628597658
충남,충청남도 천안시서북구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,2,22,0,5,47,23.5,50.0,재배치가능(재배치2순위),36.80055931716372,127.12822170909769
서울,서울특별시 구로구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,2,17,0,6,47,23.5,33.33333333333333,재배치가능(재배치2순위),37.487893815539046,126.88414727488158
서울,서울특별시 송파구내에서 2024년도에 반경50m 이내 다른사고14건 이상 지역,2,22,0,5,47,23.5,50.0,재배치가능(재배치2순위),37.5006116766999,127.11165684173292
경남,경상남도 통영시내에서 2024년도에 반경100m 이내 다른사고6건 이상 지역,2,17,1,4,47,23.5,50.0,재배치가능(재배치2순위),34.86278001700403,128.42508531743746
서울,서울특별시 영등포구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,2,23,0,5,48,24.0,50.0,재배치가능(재배치2순위),37.51966195912397,126.92635658351304
경남,경상남도 거제시내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,2,13,1,5,48,24.0,50.0,재배치가능(재배치2순위),34.894623790508994,128.62238043189623
서울,서울특별시 종로구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,2,23,0,5,48,24.0,50.0,재배치가능(재배치2순위),37.573997839449454,127.0070581279711
인천,인천광역시 미추홀구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,9,0,3,24,24.0,50.0,재배치가능(재배치2순위),37.453671925114506,126.62899851259253
인천,인천광역시 부평구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,14,0,2,24,24.0,50.0,재배치가능(재배치2순위),37.489435569927295,126.70566057109151
경기,경기도 과천시내에서 2019년도에 반경100m 이내 다른사고4건 이상 지역,1,4,0,4,24,24.0,50.0,재배치가능(재배치2순위),37.44889758560944,126.9937458620558
부산,부산광역시 남구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,1,9,0,3,24,24.0,66.66666666666666,재배치가능(재배치2순위),35.12780741047636,129.11040229157175
경기,경기도 고양시일산동구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,1,14,0,2,24,24.0,50.0,재배치가능(재배치2순위),37.64254020725277,126.79005520075533
경기,경기도 구리시내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,1,14,0,2,24,24.0,66.66666666666666,재배치가능(재배치2순위),37.60064578775215,127.14109204330035
경기,경기도 파주시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,1,14,0,2,24,24.0,33.33333333333333,재배치가능(재배치2순위),37.70954047423086,126.75724350311891
부산,부산광역시 해운대구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,9,0,3,24,24.0,50.0,재배치가능(재배치2순위),35.17210818449462,129.1737863168754
인천,인천광역시 서구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,1,19,0,1,24,24.0,50.0,재배치가능(재배치2순위),37.596441431650376,126.6715062188123
전남,전라남도 목포시내에서 2021년도에 반경80m 이내 다른사고10건 이상 지역,1,14,0,2,24,24.0,50.0,재배치가능(재배치2순위),34.82857206918089,126.42026684272565
충남,충청남도 천안시서북구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,2,23,0,5,48,24.0,50.0,재배치가능(재배치2순위),36.80042427451762,127.12827840731795
경기,경기도 부천시내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,1,19,0,1,24,24.0,50.0,재배치가능(재배치2순위),37.48908533584093,126.77760535443382
경기,경기도 광주시내에서 2023년도에 반경80m 이내 다른사고10건 이상 지역,1,14,0,2,24,24.0,50.0,재배치가능(재배치2순위),37.41767703088437,127.24867859576413
충남,충청남도 천안시동남구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,2,33,0,3,48,24.0,33.33333333333333,재배치가능(재배치2순위),36.82420147266361,127.16045751607592
대구,대구광역시 동구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,2,23,0,5,48,24.0,33.33333333333333,재배치가능(재배치2순위),35.87737619372959,128.61555769678446
충북,충청북도 청주시 상당구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,2,14,0,7,49,24.5,66.66666666666666,재배치가능(재배치2순위),36.627654962940014,127.49103940823159
서울,서울특별시 강북구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,2,24,0,5,49,24.5,50.0,재배치가능(재배치2순위),37.62778187185288,127.01612155706648
서울,서울특별시 영등포구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,2,24,0,5,49,24.5,33.33333333333333,재배치가능(재배치2순위),37.51986079579761,126.92646822747906
서울,서울특별시 송파구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,2,24,0,5,49,24.5,50.0,재배치가능(재배치2순위),37.50038715701587,127.1119068948751
전북,전라북도 부안군내에서 2022년도에 반경100m 이내 다른사고4건 이상 지역,2,14,1,5,49,24.5,50.0,재배치가능(재배치2순위),35.729147008396374,126.73264600977701
경기,경기도 수원시 권선구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,2,19,0,6,49,24.5,50.0,재배치가능(재배치2순위),37.24938498800834,127.03039554876695
서울,서울특별시 종로구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,2,20,1,4,50,25.0,50.0,재배치가능(재배치2순위),37.58809700398554,126.99900281950063
대전,대전광역시 동구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,3,25,25.0,33.33333333333333,재배치가능(재배치2순위),36.346395414986226,127.44011519306383
제주,제주도 제주시내에서 2018년도에 반경50m 이내 다른사고10건 이상 지역,1,15,0,2,25,25.0,50.0,재배치가능(재배치2순위),33.50313376517317,126.50391918934106
서울,서울특별시 강남구내에서 2019년도에 반경50m 이내 다른사고14건 이상 지역,1,20,0,1,25,25.0,33.33333333333333,재배치가능(재배치2순위),37.50829443903061,127.0258527861878
경남,경상남도 진주시내에서 2019년도에 반경100m 이내 다른사고6건 이상 지역,1,10,0,3,25,25.0,66.66666666666666,재배치가능(재배치2순위),35.16229707278328,128.1059748932161
서울,서울특별시 중랑구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,1,20,0,1,25,25.0,66.66666666666666,재배치가능(재배치2순위),37.61930300137943,127.07054420240208
부산,부산광역시 중구내에서 2020년도에 반경50m 이내 다른사고4건 이상 지역,1,5,0,4,25,25.0,50.0,재배치가능(재배치2순위),35.105644372603955,129.02772443374104
전북,전라북도 군산시내에서 2021년도에 반경80m 이내 다른사고10건 이상 지역,2,25,1,3,50,25.0,50.0,재배치가능(재배치2순위),35.98289237445521,126.71778888151687
서울,서울특별시 마포구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,2,20,0,6,50,25.0,33.33333333333333,재배치가능(재배치2순위),37.55769124262305,126.93419505623751
경기,경기도 안양시동안구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,3,25,25.0,66.66666666666666,재배치가능(재배치2순위),37.393758663766434,126.94870082151752
경기,경기도 고양시일산서구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,3,25,25.0,50.0,재배치가능(재배치2순위),37.69010567067514,126.75970541851592
전남,전라남도 담양군내에서 2023년도에 반경100m 이내 다른사고4건 이상 지역,1,5,0,4,25,25.0,50.0,재배치가능(재배치2순위),35.30179554462184,126.93166124001989
서울,서울특별시 중랑구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,2,25,25.0,33.33333333333333,재배치가능(재배치2순위),37.596840564645525,127.07522675584082
경기,경기도 수원시 팔달구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,2,25,25.0,50.0,재배치가능(재배치2순위),37.281717340575135,127.0015540576515
서울,서울특별시 도봉구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,2,11,0,8,51,25.5,50.0,재배치가능(재배치2순위),37.648610179163775,127.05239744955372
대전,대전광역시 유성구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,2,21,0,6,51,25.5,50.0,재배치가능(재배치2순위),36.36966388159731,127.32123145329321
부산,부산광역시 동래구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,3,26,26.0,50.0,재배치가능(재배치2순위),35.20941153227668,129.07056625721142
인천,인천광역시 남동구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,3,13,0,13,78,26.0,50.0,재배치가능(재배치2순위),37.450225514902975,126.74253528601558
경기,경기도 부천시소사구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,1,11,0,3,26,26.0,50.0,재배치가능(재배치2순위),37.4866155594625,126.761522031643
부산,부산광역시 연제구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,1,6,0,4,26,26.0,66.66666666666666,재배치가능(재배치2순위),35.17705752412794,129.09025776999135
경기,경기도 수원시 권선구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,2,27,0,5,52,26.0,33.33333333333333,재배치가능(재배치2순위),37.2643325662624,126.99372866876722
경기,경기도 광명시내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,2,17,0,7,52,26.0,33.33333333333333,재배치가능(재배치2순위),37.46340282713288,126.87358281651814
충북,충청북도 청주시 청원구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,3,26,26.0,33.33333333333333,재배치가능(재배치2순위),36.67230488919921,127.4824291218373
대전,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,21,0,1,26,26.0,33.33333333333333,재배치가능(재배치2순위),36.34820016190377,127.44364664925075
경기,경기도 수원시 영통구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,3,26,26.0,60.0,재배치가능(재배치2순위),37.258678486154494,127.07345044264405
경북,경상북도 구미시내에서 2019년도에 반경80m 이내 다른사고10건 이상 지역,1,11,0,3,26,26.0,50.0,재배치가능(재배치2순위),36.139485122281414,128.41522373925946
서울,서울특별시 은평구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,1,16,0,2,26,26.0,33.33333333333333,재배치가능(재배치2순위),37.60915503019491,126.92065252933718
경기,경기도 안양시만안구내에서 2020년도에 반경50m 이내 다른사고6건 이상 지역,1,11,0,3,26,26.0,50.0,재배치가능(재배치2순위),37.39702563026462,126.92303104668059
경남,경상남도 고성군내에서 2020년도에 반경100m 이내 다른사고4건 이상 지역,1,6,0,4,26,26.0,50.0,재배치가능(재배치2순위),34.9782748286106,128.33251923110691
서울,서울특별시 광진구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,3,26,26.0,50.0,재배치가능(재배치2순위),37.5365219925404,127.09299901531726
경기,경기도 부천시내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,1,16,0,2,26,26.0,50.0,재배치가능(재배치2순위),37.48912318177461,126.77789909022026
경기,경기도 고양시일산동구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,2,26,26.0,50.0,재배치가능(재배치2순위),37.65580928359462,126.76816254025536
경기,경기도 의왕시내에서 2022년도에 반경100m 이내 다른사고4건 이상 지역,1,16,0,2,26,26.0,50.0,재배치가능(재배치2순위),37.351614429718104,126.9712967262633
